Abeillia abeillei_Zielaczek
Monarcha melanopsis_Monarka strojna
Monarcha richardsii_Monarka białołbista
Monasa atra_Drzym czarny
Monasa flavirostris_Drzym żółtodzioby
Monasa morphoeus_Drzym białoczelny
Monasa nigrifrons_Drzym czarnoczelny
Montecincla fairbanki_Malabarosójkownik rdzawoboczny
Monticola cinclorhyncha_Nagórnik białoskrzydły
Monticola gularis_Nagórnik wschodni
Monticola imerina_Nagórnik nadbrzeżny
Monticola rufiventris_Nagórnik kasztanowobrzuchy
Monticola rupestris_Nagórnik brązowoskrzydły
Monticola saxatilis_Nagórnik (zwyczajny)
Monticola sharpei_Nagórnik leśny
Monticola solitarius_Modrak śródziemnomorski
Montifringilla blanfordi_Blanford's Snowfinch
Montifringilla nivalis_Śnieżka (zwyczajna)
Montifringilla taczanowskii_White-rumped Snowfinch
Morococcyx erythropygus_Klinochwostka mała
Morphnarchus princeps_Paskowiec
Morus bassanus_Głuptak (zwyczajny)
Motacilla aguimp_Pliszka srokata
Motacilla alba_Pliszka siwa
Motacilla capensis_Pliszka obrożna
Motacilla cinerea_Pliszka górska
Motacilla citreola_Pliszka cytrynowa
Motacilla clara_Pliszka jasna
Motacilla flava_Pliszka żółta
Motacilla flaviventris_Pliszka malgaska
Motacilla grandis_Pliszka duża
Motacilla maderaspatensis_Pliszka żałobna
Motacilla tschutschensis_Pliszka syberyjska
Mulleripicus fulvus_Mohun szary
Mulleripicus pulverulentus_Mohun wielki
Muscicapa adusta_Muchołówka myszata
Muscicapa aquatica_Muchołówka błotna
Muscicapa dauurica_Muchołówka brunatna
Muscicapa ferruginea_Muchołówka rdzawa
Muscicapa griseisticta_Muchołówka kreskowana
Muscicapa sibirica_Muchołówka śniada
Muscicapa striata_Muchołówka szara
Muscicapa tyrrhenica_Muchołówka śródziemnomorska
Muscigralla brevicauda_Ziemnotyranka
Muscipipra vetula_Mucharek
Muscisaxicola albilora_Skałotyran białobrewy
Muscisaxicola maculirostris_Skałotyran plamkodzioby
Musophaga rossae_Turak czerwonoczuby
Mustelirallus albicollis_Derkacznik popielaty
Mustelirallus erythrops_Paint-billed Crake
Myadestes coloratus_Klarnetnik okopcony
Myadestes elisabeth_Klarnetnik kubański
Myadestes genibarbis_Klarnetnik rdzawogardły
Myadestes melanops_Klarnetnik czarnolicy
Myadestes obscurus_Klarnetnik siwy
Myadestes occidentalis_Klarnetnik brązowoskrzydły
Myadestes ralloides_Klarnetnik andyjski
Myadestes townsendi_Klarnetnik północny
Myadestes unicolor_Klarnetnik jednobarwny
Mycerobas affinis_Grubodziób obrożny
Mycerobas carnipes_Grubodziób żałobny
Mycerobas icterioides_Grubodziób czarno-żółty
Mycteria americana_Dławigad amerykański
Mycteria leucocephala_Dławigad indyjski
Myiagra alecto_Muszarka jednobarwna
Myiagra caledonica_Muszarka melanezyjska
Myiagra cyanoleuca_Muszarka czarno-biała
Myiagra ferrocyanea_Muszarka stalowa
Myiagra galeata_Muszarka molucka
Myiagra inquieta_Muszarka białogardła
Myiagra rubecula_Muszarka blada
Myiagra ruficollis_Muszarka szerokodzioba
Myiagra vanikorensis_Muszarka rdzawobrzucha
Myiarchus antillarum_Muchołap antylski
Myiarchus apicalis_Muchołap kolumbijski
Myiarchus cephalotes_Muchołap andyjski
Myiarchus cinerascens_Muchołap mysi
Myiarchus crinitus_Muchołap czubaty
Myiarchus ferox_Muchołap czarnodzioby
Myiarchus nuttingi_Muchołap jasnogardły
Myiarchus panamensis_Muchołap panamski
Myiarchus sagrae_Muchołap szary
Myiarchus stolidus_Muchołap pręgoskrzydły
Myiarchus swainsoni_Muchołap zmienny
Myiarchus tuberculifer_Muchołap ciemnogłowy
Myiarchus tyrannulus_Muchołap tyranowaty
Myiarchus yucatanensis_Muchołap jukatański
Myiobius atricaudus_Szczecinówka czarnosterna
Myiobius barbatus_Szczecinówka żółtorzytna
Myiobius sulphureipygius_Szczecinówka złotorzytna
Myiobius villosus_Szczecinówka rdzawopierśna
Myioborus albifrons_Pleszówka białoczelna
Myioborus brunniceps_Pleszówka brązowołbista
Myioborus castaneocapilla_Pleszówka kasztanołbista
Myioborus flavivertex_Pleszówka żółtołbista
Myioborus melanocephalus_Pleszówka okularowa
Myioborus miniatus_Pleszówka ciemnogłowa
Myioborus ornatus_Pleszówka ozdobna
Myioborus pictus_Pleszówka białoskrzydła
Myioborus torquatus_Pleszówka przepasana
Myiodynastes bairdii_Bentewi czarnoczelny
Myiodynastes chrysocephalus_Bentewi płowy
Myiodynastes luteiventris_Bentewi żółtobrzuchy
Myiodynastes maculatus_Bentewi kreskowany
Myiomela leucura_Pluszanka białosterna
Myiopagis caniceps_Tyranik popielaty
Myiopagis flavivertex_Tyranik żółtociemieniowy
Myiopagis gaimardii_Tyranik leśny
Myiopagis olallai_Tyranik jasnolicy
Myiopagis subplacens_Tyranik białobrewy
Myiopagis viridicata_Tyranik szarogardły
Myiophobus cryptoxanthus_Tyranka kreskowana
Myiophobus fasciatus_Tyranka smugowana
Myiophobus flavicans_Smugogłówka oliwkowa
Myiophobus phoenicomitra_Smugogłówka stokowa
Myiophobus roraimae_Smugogłówka brązowa
Myiopsitta monachus_Mnicha
Myiornis albiventris_Tyraneczek białobrzuchy
Myiornis atricapillus_Tyraneczek czarnołbisty
Myiornis auricularis_Tyraneczek uszaty
Myiornis ecaudatus_Tyraneczek krótkosterny
Myiotheretes fumigatus_Kopciuch ciemny
Myiotheretes pernix_Kopciuch kolumbijski
Myiotheretes striaticollis_Kopciuch smugoszyi
Myiothlypis basilica_Koronówka białobrewa
Myiothlypis bivittata_Koronówka zniczkowata
Myiothlypis chlorophrys_Koronówka ekwadorska
Myiothlypis chrysogaster_Koronówka złotobrzucha
Myiothlypis cinereicollis_Koronówka szarogardła
Myiothlypis conspicillata_Koronówka kolumbijska
Myiothlypis coronata_Koronówka szarolica
Myiothlypis flaveola_Koronówka szafranowa
Myiothlypis fraseri_Koronówka szaro-złota
Myiothlypis fulvicauda_Koronówka płowosterna
Myiothlypis leucoblephara_Koronówka siwogłowa
Myiothlypis leucophrys_Koronówka białogardła
Myiothlypis luteoviridis_Koronówka oliwkowa
Myiothlypis nigrocristata_Koronówka czarnołbista
Myiothlypis rivularis_Koronówka nadrzeczna
Myiothlypis roraimae_Koronówka ognistołbista
Myiothlypis signata_Koronówka jasnonoga
Myiotriccus ornatus_Tyranówka ozdobna
Myiozetetes cayanensis_Bentewi złotociemieniowy
Myiozetetes granadensis_Bentewi szarogłowy
Myiozetetes luteiventris_Bentewi ciemnolicy
Myiozetetes similis_Bentewi krasnociemieniowy
Myophonus caeruleus_Gwizdokos fioletowy
Myophonus horsfieldii_Gwizdokos malabarski
Myophonus insularis_Gwizdokos wyspowy
Myophonus melanurus_Gwizdokos lśniący
Myornis senilis_Krytonosek północny
Myrmeciza longipes_Mrowiniec
Myrmecocichla arnotti_Smolarek białołbisty
Myrmecocichla collaris_Smolarek białoszyi
Myrmecocichla formicivora_Smolarek łuskowany
Myrmecocichla monticola_Smolarek górski
Myrmelastes humaythae_Szaromrowik amazoński
Myrmelastes hyperythrus_Szaromrowik ołowiany
Myrmelastes leucostigma_Szaromrowik plamkoskrzydły
Myrmelastes rufifacies_Szaromrowik brazylijski
Myrmelastes saturatus_Szaromrowik czarniawy
Myrmelastes schistaceus_Szaromrowik ciemny
Myrmoborus leucophrys_Czarnoliczek białobrewy
Myrmoborus lophotes_Czarnoliczek czubaty
Myrmoborus lugubris_Czarnoliczek żałobny
Myrmoborus melanurus_Czarnoliczek ciemnobrzuchy
Myrmoborus myotherinus_Czarnoliczek białobrzuchy
Myrmochanes hemileucus_Rzeczek
Myrmoderus eowilsoni_Mrowik andyjski
Myrmoderus ferrugineus_Mrowik modrooki
Myrmoderus loricatus_Mrowik białogardły
Myrmoderus ruficauda_Mrowik czarnolicy
Myrmoderus squamosus_Mrowik łuskowany
Myrmophylax atrothorax_Ściółkowczyk czarnogardły
Myrmorchilus strigilatus_Posuszek
Myrmornis torquata_Mrówczak (amazoński)
Myrmothera campanisona_Kusaczek krzykliwy
Myrmothera simplex_Kusaczek wenezuelski
Myrmothera subcanescens_Kusaczek rdzawogrzbiety
Myrmotherula ambigua_Mrówiaczek żółtogardły
Myrmotherula assimilis_Mrówiaczek szary
Myrmotherula axillaris_Mrówiaczek białoboczny
Myrmotherula brachyura_Mrówiaczek mały
Myrmotherula cherriei_Mrówiaczek pstry
Myrmotherula ignota_Mrówiaczek wąsaty
Myrmotherula iheringi_Mrówiaczek ciemny
Myrmotherula klagesi_Mrówiaczek rzeczny
Myrmotherula longicauda_Mrówiaczek srokaty
Myrmotherula longipennis_Mrówiaczek amazoński
Myrmotherula luctuosa_Mrówiaczek szaroboczny
Myrmotherula menetriesii_Mrówiaczek siwy
Myrmotherula minor_Mrówiaczek ubogi
Myrmotherula multostriata_Mrówiaczek brazylijski
Myrmotherula pacifica_Mrówiaczek pacyficzny
Myrmotherula schisticolor_Mrówiaczek łupkowy
Myrmotherula sclateri_Mrówiaczek żółtawy
Myrmotherula snowi_Mrówiaczek ciemnoskrzydły
Myrmotherula surinamensis_Mrówiaczek pasiasty
Myrmotherula unicolor_Mrówiaczek jednobarwny
Myrmotherula urosticta_Mrówiaczek białosterny
Myrtis fanny_Cęgosterek
Mystacornis crossleyi_Białowąsik
Myza sarasinorum_Miodownik duży
Myzomela cardinalis_Miodówka kardynalska
Myzomela jugularis_Miodówka żółtobrzucha
Myzomela obscura_Miodówka ciemna
Myzomela rosenbergii_Miodówka krasnoszyja
Myzomela rubratra_Miodówka mikronezyjska
Myzomela sanguinolenta_Miodówka pąsowa
Napothera albostriata_Sierpotymalek rdzaworzytny
Napothera danjoui_Sierpotymalek indochiński
Napothera epilepidota_Łuskodżunglak
Napothera malacoptila_Sierpotymalek cienkodzioby
Nasica longirostris_Szablonos
Nectarinia famosa_Nektarnik malachitowy
Nectarinia kilimensis_Nektarnik brązowy
Nemosia pileata_Polańczyk maskowy
Neochmia temporalis_Kraśniczek czerwonobrewy
Neocossyphus finschi_Finsch's Flycatcher-Thrush
Neocossyphus fraseri_Rufous Flycatcher-Thrush
Neocossyphus rufus_Wahal cynamonowy
Neoctantes niger_Łódkodziób czarny
Neomixis striatigula_Malgasik smugowany
Neomixis tenella_Malgasik szaroszyi
Neomorphus geoffroyi_Kukawka obrożna
Neomorphus rufipennis_Kukawka rdzawoskrzydła
Neopelma aurifrons_Skoczek złotoczelny
Neopelma chrysocephalum_Skoczek żółtoczuby
Neopelma chrysolophum_Skoczek bambusowy
Neopelma pallescens_Skoczek jasnobrzuchy
Neopelma sulphureiventer_Skoczek żółtobrzuchy
Neophema pulchella_Łąkówka turkusowa
Neopipo cinnamomea_Cynamotyranik
Neothraupis fasciata_Dzierzbotanagra
Nephelomyias lintoni_Tyranówka żółtobrzucha
Nephelomyias pulcher_Tyranówka nadobna
Nephelornis oneilli_Ochrówka
Nesillas lantzii_Chaszczak piaskowy
Nesillas typica_Chaszczak madagaskarski
Nesoctites micromegas_Hispaniolak
Nesoenas mayeri_Synogarlica rdzawosterna
Nesoptilotis flavicollis_Eukaliptusowiec żółtogardły
Nesoptilotis leucotis_Eukaliptusowiec białouchy
Nesospingus speculiferus_Trelnik
Nestor meridionalis_(nestor) kaka
Netta rufina_Hełmiatka (zwyczajna)
Newtonia amphichroa_Lemurka ciemna
Newtonia brunneicauda_Lemurka szara
Nicator chloris_Nikator żółtobrzuchy
Nicator gularis_Nikator żółtorzytny
Nicator vireo_Nikator żółtogardły
Nigrita canicapillus_Nigrita czarnoczelna
Nilaus afer_Dzierzbowik (zwyczajny)
Niltava grandis_Niltawa wielka
Niltava macgrigoriae_Niltawa mała
Niltava sundara_Niltawa rudobrzucha
Niltava vivida_Niltawa ognista
Ninox affinis_Sowica namorzynowa
Ninox boobook_Sowica australijska
Ninox connivens_Sowica szczekliwa
Ninox fusca_Sowica timorska
Ninox hypogramma_Sowica ciemnogłowa
Ninox ios_Sowica cynobrowa
Ninox jacquinoti_Pójdźka melanezyjska
Ninox japonica_Sowica północna
Ninox novaeseelandiae_Sowica ciemnolica
Ninox obscura_Sowica ciemnobrzucha
Ninox philippensis_Sowica filipińska
Ninox plesseni_Sowica atolowa
Ninox rumseyi_Sowica białorzytna
Ninox scutulata_Sowica brunatna
Ninox strenua_Sowica wielka
Ninox sumbaensis_Sowica szarolica
Ninox theomacha_Sowica papuaska
Nisaetus alboniger_Wojownik żałobny
Nisaetus cirrhatus_Wojownik indyjski
Nisaetus nanus_Wojownik mały
Nisaetus nipalensis_Wojownik górski
Noise_Noise
Non-Bird_Non-Bird
Nonnula brunnea_Drzym brązowy
Nonnula frontalis_Drzym szarolicy
Nonnula rubecula_Drzym rdzawy
Nonnula ruficapilla_Drzym rudoczapkowy
Notharchus hyperrhynchus_Drzym białoszyi
Notharchus macrorhynchos_Drzym wielkodzioby
Notharchus ordii_Drzym czarnoczapkowy
Notharchus pectoralis_Drzym białobrody
Notharchus swainsoni_Drzym płowobrzuchy
Notharchus tectus_Drzym maskowy
Nothocercus bonapartei_Kusacz górski
Nothocercus julius_Kusacz rdzawogłowy
Nothocercus nigrocapillus_Kusacz ciemnogłowy
Nothocrax urumutum_Czubacz rdzawy
Nothoprocta cinerascens_Kusacz zaroślowy
Nothoprocta ornata_Kusacz ozdobny
Nothoprocta pentlandii_Kusacz andyjski
Nothoprocta perdicaria_Kusacz chilijski
Nothura boraquira_Kusacz białobrzuchy
Nothura darwinii_Kusacz Darwina
Nothura maculosa_Kusacz kreskowany
Notiomystis cincta_Miodnik
Notopholia corusca_Błyszczak czarnobrzuchy
Nucifraga caryocatactes_Orzechówka (zwyczajna)
Nucifraga columbiana_Orzechówka popielata
Numenius americanus_Kulik długodzioby
Numenius arquata_Kulik wielki
Numenius madagascariensis_Kulik syberyjski
Numenius phaeopus_Kulik mniejszy
Numenius tahitiensis_Kulik alaskański
Numida meleagris_Perlica (zwyczajna)
Nyctanassa violacea_Ślepowron żółtoczelny
Nyctibius aethereus_Nocolot wielkosterny
Nyctibius bracteatus_Nocolot rudy
Nyctibius grandis_Nocolot wielki
Nyctibius griseus_Nocolot szary
Nyctibius jamaicensis_Nocolot północny
Nyctibius leucopterus_Nocolot białoskrzydły
Nycticorax caledonicus_Ślepowron rdzawy
Nycticorax nycticorax_Ślepowron (zwyczajny)
Nyctidromus albicollis_Lelkowiec białoszyi
Nyctidromus anthonyi_Lelkowiec ekwadorski
Nyctiphrynus ocellatus_Lelkowiec oczkowany
Nyctiphrynus rosenbergi_Lelkowiec kolumbijski
Nyctiphrynus yucatanicus_Lelkowiec jukatański
Nyctipolus nigrescens_Lelkowiec żałobny
Nyctiprogne leucopyga_Lelkowiec amazoński
Nyctyornis amictus_żołna wielka
Nyctyornis athertoni_żołna brodata
Nymphicus hollandicus_Nimfa
Nystalus chacuru_Drzym białouchy
Nystalus maculatus_Drzym plamisty
Nystalus obamai_Drzym ciemnopióry
Nystalus radiatus_Drzym prążkowany
Nystalus striatipectus_Drzym boliwijski
Nystalus striolatus_Drzym białogardły
Oceanodroma castro_Nawałnik białorzytny
Oceanodroma leucorhoa_Nawałnik duży
Ochetorhynchus andaecola_Turniówek skalny
Ochetorhynchus melanurus_Turniówek rdzaworzytny
Ochetorhynchus phoenicurus_Turniówek patagoński
Ochetorhynchus ruficaudus_Turniówek rudosterny
Ochthoeca cinnamomeiventris_Kląszczyk ciemnogrzbiety
Ochthoeca diadema_Yellow-bellied Chat-Tyrant
Ochthoeca frontalis_Crowned Chat-Tyrant
Ochthoeca fumicolor_Kląszczyk rdzawy
Ochthoeca jelskii_Jelski's Chat-Tyrant
Ochthoeca leucophrys_Kląszczyk białobrewy
Ochthoeca pulchella_Golden-browed Chat-Tyrant
Ochthoeca rufipectoralis_Kląszczyk rudopierśny
Ochthoeca thoracica_Kląszczyk kasztanowopierśny
Ochthornis littoralis_Wodotyranek
Ocreatus underwoodii_Furczak
Ocyceros birostris_Dzioborożec indyjski
Ocyceros gingalensis_Dzioborożec cejloński
Ocyceros griseus_Dzioborożec szary
Ocyphaps lophotes_Gołąbek długoczuby
Odontophorus atrifrons_Przepiór czarnolicy
Odontophorus balliviani_Przepiór andyjski
Odontophorus capueira_Przepiór brazylijski
Odontophorus erythrops_Przepiór obrożny
Odontophorus gujanensis_Przepiór marmurkowy
Odontophorus guttatus_Przepiór brązowy
Odontophorus hyperythrus_Przepiór kasztanowaty
Odontophorus leucolaemus_Przepiór białogardły
Odontophorus melanonotus_Przepiór ciemnogrzbiety
Odontophorus melanotis_Przepiór czarnobrody
Odontophorus speciosus_Przepiór peruwiański
Odontophorus stellatus_Przepiór rdzawobrzuchy
Odontophorus strophium_Przepiór białolicy
Odontorchilus branickii_Popielak andyjski
Odontorchilus cinereus_Popielak amazoński
Oena capensis_Turkaweczka czarnogardła
Oenanthe cypriaca_Białorzytka cypryjska
Oenanthe deserti_Białorzytka pustynna
Oenanthe finschii_Białorzytka białogrzbieta
Oenanthe fusca_Białorzytka piargowa
Oenanthe hispanica_Białorzytka rdzawa
Oenanthe isabellina_Białorzytka płowa
Oenanthe leucopyga_Białorzytka saharyjska
Oenanthe leucura_Białorzytka żałobna
Oenanthe melanura_Białorzytka czarnosterna
Oenanthe moesta_Rudorzytka
Oenanthe oenanthe_Białorzytka (zwyczajna)
Oenanthe pileata_Białorzytka obrożna
Oenanthe pleschanka_Białorzytka pstra
Oenanthe scotocerca_Białorzytka jednobarwna
Ognorhynchus icterotis_żółtoliczka
Oncostoma cinereigulare_Zgiętodziobek północny
Oncostoma olivaceum_Zgiętodziobek południowy
Oneillornis lunulatus_Mrówczyk szary
Oneillornis salvini_Mrówczyk białogardły
Onychognathus morio_Czarnotek rudoskrzydły
Onychognathus nabouroup_Czarnotek białoskrzydły
Onychognathus tenuirostris_Czarnotek cienkodzioby
Onychognathus tristramii_Czarnotek arabski
Onychognathus walleri_Czarnotek krótkosterny
Onychoprion aleuticus_Rybitwa aleucka
Onychoprion fuscatus_Rybitwa czarnogrzbieta
Onychorhynchus coronatus_Królówka koroniasta
Onychorhynchus swainsoni_Królówka brazylijska
Opisthocomus hoazin_Hoacyn
Oporornis agilis_Cytrynka obrączkowa
Orchesticus abeillei_Cynamonówka
Oreoica gutturalis_Górnik
Oreolais pulcher_Przepaśnik białogardły
Oreolais ruwenzorii_Przepaśnik rdzawogardły
Oreophasis derbianus_Jednoróg
Oreopholus ruficollis_Mornelak
Oreortyx pictus_Przepiór ozdobny
Oreoscoptes montanus_Przedrzeźniacz smugowany
Oreoscopus gutturalis_Wąwozownik
Oreothlypis gutturalis_Lasówka ognistogardła
Oreothlypis superciliosa_Lasówka białobrewa
Oreothraupis arremonops_Oranżyk
Oreotrochilus estella_Górzak andyjski
Oressochen jubatus_Orinoco Goose
Oressochen melanopterus_Andean Goose
Oriolus auratus_Wilga złota
Oriolus brachyrynchus_Wilga kapturowa
Oriolus chinensis_Wilga maskowa
Oriolus chlorocephalus_Wilga zielonogłowa
Oriolus crassirostris_Wilga grubodzioba
Oriolus cruentus_Wilga krasnobrzucha
Oriolus decipiens_Wilga tanimbarska
Oriolus flavocinctus_Wilga zielonawa
Oriolus kundoo_Wilga złotoplama
Oriolus larvatus_Wilga czarnogłowa
Oriolus melanotis_Wilga oliwkowogłowa
Oriolus monacha_Wilga abisyńska
Oriolus nigripennis_Wilga czarnoskrzydła
Oriolus oriolus_Wilga (zwyczajna)
Oriolus percivali_Wilga górska
Oriolus phaeochromus_Wilga brązowa
Oriolus sagittatus_Wilga oliwkowa
Oriolus szalayi_Wilga brunatna
Oriolus traillii_Wilga pąsowa
Oriolus xanthonotus_Wilga kreskobrzucha
Oriolus xanthornus_Wilga złotogrzbieta
Oriturus superciliosus_Meksykanek
Ornithion brunneicapillus_Brewinek brązowogłowy
Ornithion inerme_Brewinek amazoński
Ornithion semiflavum_Brewinek żółtobrzuchy
Orochelidon flavipes_Pale-footed Swallow
Orochelidon murina_Brown-bellied Swallow
Ortalis araucuan_Czakalaka brunatna
Ortalis canicollis_Czakalaka bura
Ortalis cinereiceps_Czakalaka szarogłowa
Ortalis columbiana_Czakalaka kolumbijska
Ortalis erythroptera_Czakalaka rudogłowa
Ortalis garrula_Czakalaka brązowoskrzydła
Ortalis guttata_Czakalaka kreskowana
Ortalis leucogastra_Czakalaka białobrzucha
Ortalis motmot_Czakalaka rdzawa
Ortalis poliocephala_Czakalaka płowa
Ortalis ruficauda_Czakalaka rdzaworzytna
Ortalis squamata_Czakalaka łuskowana
Ortalis vetula_Czakalaka północna
Ortalis wagleri_Czakalaka barwna
Orthogonys chloricterus_Oliwkotanagrzyk
Orthonyx novaeguineae_Ziemnodrozd papuaski
Orthonyx spaldingii_Ziemnodrozd duży
Orthonyx temminckii_Ziemnodrozd kolcosterny
Orthopsittaca manilatus_Ara żółtolica
Orthotomus atrogularis_Krawczyk ciemnoszyi
Orthotomus chaktomuk_Krawczyk jasnolicy
Orthotomus cinereiceps_Krawczyk białouchy
Orthotomus derbianus_Krawczyk szarogrzbiety
Orthotomus frontalis_Krawczyk rdzawoczelny
Orthotomus nigriceps_Krawczyk czarnogłowy
Orthotomus ruficeps_Krawczyk rdzawolicy
Orthotomus sepium_Krawczyk jawajski
Orthotomus sericeus_Krawczyk rdzawosterny
Orthotomus sutorius_Krawczyk (zwyczajny)
Ortygospiza atricollis_Trawinek zmienny
Otidiphaps nobilis_Bażanciak
Otocichla mupinensis_Chinese Thrush
Otus alfredi_Syczek rdzawy
Otus bakkamoena_Syczek długouchy
Otus brucei_Syczek arabski
Otus cyprius_Syczek cypryjski
Otus elegans_Syczek wschodni
Otus lempiji_Syczek obrożny
Otus lettia_Syczek jasnolicy
Otus magicus_Syczek molucki
Otus manadensis_Syczek jasnobrzuchy
Otus mantananensis_Syczek rafowy
